"query_kind","start_time","end_time","queries","failures","denials","timeouts"
"Select","2026-01-20 06:30:00","2026-01-20 07:00:00",333,0,0,0
"Select","2026-01-20 07:00:00","2026-01-20 07:30:00",349,0,0,0
"Select","2026-01-20 07:30:00","2026-01-20 08:00:00",453,0,0,0
"Select","2026-01-20 08:00:00","2026-01-20 08:30:00",323,0,0,0
"Select","2026-01-20 08:30:00","2026-01-20 09:00:00",371,0,0,0
"Select","2026-01-20 09:00:00","2026-01-20 09:30:00",578,0,0,0
"Select","2026-01-20 09:30:00","2026-01-20 10:00:00",574,3,0,0
"Select","2026-01-20 10:00:00","2026-01-20 10:30:00",475,0,0,0
"Select","2026-01-20 10:30:00","2026-01-20 11:00:00",427,0,0,0
"Select","2026-01-20 11:00:00","2026-01-20 11:30:00",360,0,0,0
"Select","2026-01-20 11:30:00","2026-01-20 12:00:00",372,0,0,0
"Select","2026-01-20 12:00:00","2026-01-20 12:30:00",298,0,0,0
"Select","2026-01-20 12:30:00","2026-01-20 13:00:00",233,0,0,0
"Select","2026-01-20 13:00:00","2026-01-20 13:30:00",456,0,0,0
"Select","2026-01-20 13:30:00","2026-01-20 14:00:00",237,0,0,0
"Select","2026-01-20 14:00:00","2026-01-20 14:30:00",480,0,0,0
"Select","2026-01-20 14:30:00","2026-01-20 15:00:00",238,1,0,0
"Select","2026-01-20 15:00:00","2026-01-20 15:30:00",409,2,0,0
"Select","2026-01-20 15:30:00","2026-01-20 16:00:00",307,0,0,0
"Select","2026-01-20 16:00:00","2026-01-20 16:30:00",612,0,0,0
"Select","2026-01-20 16:30:00","2026-01-20 17:00:00",182,0,0,0
"Select","2026-01-20 17:00:00","2026-01-20 17:30:00",501,0,0,0
"Select","2026-01-20 17:30:00","2026-01-20 18:00:00",179,0,0,0
"Select","2026-01-20 18:00:00","2026-01-20 18:30:00",509,0,0,0
"Select","2026-01-20 18:30:00","2026-01-20 19:00:00",181,0,0,0
"Select","2026-01-20 19:00:00","2026-01-20 19:30:00",507,0,0,0
"Select","2026-01-20 19:30:00","2026-01-20 20:00:00",166,0,0,0
"Select","2026-01-20 20:00:00","2026-01-20 20:30:00",519,0,0,0
"Select","2026-01-20 20:30:00","2026-01-20 21:00:00",182,0,0,0
"Select","2026-01-20 21:00:00","2026-01-20 21:30:00",505,0,0,0
"Select","2026-01-20 21:30:00","2026-01-20 22:00:00",264,0,0,0
"Select","2026-01-20 22:00:00","2026-01-20 22:30:00",552,0,0,0
"Select","2026-01-20 22:30:00","2026-01-20 23:00:00",205,0,0,0
"Select","2026-01-20 23:00:00","2026-01-20 23:30:00",1884,0,0,0
"Select","2026-01-20 23:30:00","2026-01-21 00:00:00",208,0,0,0
"Select","2026-01-21 00:00:00","2026-01-21 00:30:00",586,0,0,0
"Select","2026-01-21 00:30:00","2026-01-21 01:00:00",464,0,0,0
"Select","2026-01-21 01:00:00","2026-01-21 01:30:00",601,0,0,0
"Select","2026-01-21 01:30:00","2026-01-21 02:00:00",199,0,0,0
"Select","2026-01-21 02:00:00","2026-01-21 02:30:00",406,0,0,0
"Select","2026-01-21 02:30:00","2026-01-21 03:00:00",516,0,0,0
"Select","2026-01-21 03:00:00","2026-01-21 03:30:00",351,0,0,0
"Select","2026-01-21 03:30:00","2026-01-21 04:00:00",357,0,0,0
"Select","2026-01-21 04:00:00","2026-01-21 04:30:00",295,0,0,0
"Select","2026-01-21 04:30:00","2026-01-21 05:00:00",307,0,0,0
"Select","2026-01-21 05:00:00","2026-01-21 05:30:00",238,0,0,0
"Select","2026-01-21 05:30:00","2026-01-21 06:00:00",347,0,0,0
"Select","2026-01-21 06:00:00","2026-01-21 06:30:00",315,0,0,0
"Select","2026-01-21 06:30:00","2026-01-21 07:00:00",328,0,0,0
"Select","2026-01-21 07:00:00","2026-01-21 07:30:00",341,0,0,0
"Select","2026-01-21 07:30:00","2026-01-21 08:00:00",388,0,0,0
"Select","2026-01-21 08:00:00","2026-01-21 08:30:00",340,0,0,0
"Select","2026-01-21 08:30:00","2026-01-21 09:00:00",350,0,0,0
"Select","2026-01-21 09:00:00","2026-01-21 09:30:00",534,0,0,0
"Select","2026-01-21 09:30:00","2026-01-21 10:00:00",636,0,0,0
"Select","2026-01-21 10:00:00","2026-01-21 10:30:00",679,0,0,0
"Select","2026-01-21 10:30:00","2026-01-21 11:00:00",468,0,0,0
"Select","2026-01-21 11:00:00","2026-01-21 11:30:00",368,0,0,0
"Select","2026-01-21 11:30:00","2026-01-21 12:00:00",477,0,0,0
"Select","2026-01-21 12:00:00","2026-01-21 12:30:00",553,0,0,0
"Select","2026-01-21 12:30:00","2026-01-21 13:00:00",373,0,0,0
"Select","2026-01-21 13:00:00","2026-01-21 13:30:00",356,0,0,0
"Select","2026-01-21 13:30:00","2026-01-21 14:00:00",380,0,0,0
"Select","2026-01-21 14:00:00","2026-01-21 14:30:00",642,0,0,0
"Select","2026-01-21 14:30:00","2026-01-21 15:00:00",560,0,0,0
"Select","2026-01-21 15:00:00","2026-01-21 15:30:00",434,0,0,0
"Select","2026-01-21 15:30:00","2026-01-21 16:00:00",677,0,0,0
"Select","2026-01-21 16:00:00","2026-01-21 16:30:00",763,0,0,0
"Select","2026-01-21 16:30:00","2026-01-21 17:00:00",551,0,0,0
"Select","2026-01-21 17:00:00","2026-01-21 17:30:00",405,0,0,0
"Select","2026-01-21 17:30:00","2026-01-21 18:00:00",1304,0,0,0
"Select","2026-01-21 18:00:00","2026-01-21 18:30:00",2188,0,0,0
"Select","2026-01-21 18:30:00","2026-01-21 19:00:00",583,0,0,0
"Select","2026-01-21 19:00:00","2026-01-21 19:30:00",982,0,0,0
"Select","2026-01-21 19:30:00","2026-01-21 20:00:00",558,0,0,0
"Select","2026-01-21 20:00:00","2026-01-21 20:30:00",1024,0,0,0
"Select","2026-01-21 20:30:00","2026-01-21 21:00:00",539,0,0,0
"Select","2026-01-21 21:00:00","2026-01-21 21:30:00",730,0,0,0
"Select","2026-01-21 21:30:00","2026-01-21 22:00:00",715,0,0,0
"Select","2026-01-21 22:00:00","2026-01-21 22:30:00",1050,0,0,0
"Select","2026-01-21 22:30:00","2026-01-21 23:00:00",869,0,0,0
"Select","2026-01-21 23:00:00","2026-01-21 23:30:00",2256,0,0,0
"Select","2026-01-21 23:30:00","2026-01-22 00:00:00",802,0,0,0
"Select","2026-01-22 00:00:00","2026-01-22 00:30:00",1023,0,0,0
"Select","2026-01-22 00:30:00","2026-01-22 01:00:00",994,0,0,0
"Select","2026-01-22 01:00:00","2026-01-22 01:30:00",955,0,0,0
"Select","2026-01-22 01:30:00","2026-01-22 02:00:00",458,0,0,0
"Select","2026-01-22 02:00:00","2026-01-22 02:30:00",1083,0,0,0
"Select","2026-01-22 02:30:00","2026-01-22 03:00:00",721,0,0,0
"Select","2026-01-22 03:00:00","2026-01-22 03:30:00",989,0,0,0
"Select","2026-01-22 03:30:00","2026-01-22 04:00:00",551,0,0,0
"Select","2026-01-22 04:00:00","2026-01-22 04:30:00",753,0,0,0
"Select","2026-01-22 04:30:00","2026-01-22 05:00:00",558,0,0,0
"Select","2026-01-22 05:00:00","2026-01-22 05:30:00",1190,0,0,0
"Select","2026-01-22 05:30:00","2026-01-22 06:00:00",673,0,0,0
"Select","2026-01-22 06:00:00","2026-01-22 06:30:00",1091,0,0,0
"Select","2026-01-22 06:30:00","2026-01-22 07:00:00",583,0,0,0
"Select","2026-01-22 07:00:00","2026-01-22 07:30:00",969,0,0,0
"Select","2026-01-22 07:30:00","2026-01-22 08:00:00",582,0,0,0
"Select","2026-01-22 08:00:00","2026-01-22 08:30:00",872,0,0,0
"Select","2026-01-22 08:30:00","2026-01-22 09:00:00",483,1,0,0
"Select","2026-01-22 09:00:00","2026-01-22 09:30:00",584,0,0,0
"Select","2026-01-22 09:30:00","2026-01-22 10:00:00",817,0,0,0
"Select","2026-01-22 10:00:00","2026-01-22 10:30:00",466,0,0,0
"Select","2026-01-22 10:30:00","2026-01-22 11:00:00",471,10,0,0
"Select","2026-01-22 11:00:00","2026-01-22 11:30:00",355,0,0,0
"Select","2026-01-22 11:30:00","2026-01-22 12:00:00",382,0,0,0
"Select","2026-01-22 12:00:00","2026-01-22 12:30:00",376,0,0,0
"Select","2026-01-22 12:30:00","2026-01-22 13:00:00",367,0,0,0
"Select","2026-01-22 13:00:00","2026-01-22 13:30:00",341,0,0,0
"Select","2026-01-22 13:30:00","2026-01-22 14:00:00",401,0,0,0
"Select","2026-01-22 14:00:00","2026-01-22 14:30:00",73,0,0,0
"Select","2026-01-22 14:30:00","2026-01-22 15:00:00",258,0,0,0
"Select","2026-01-22 15:00:00","2026-01-22 15:30:00",102,0,0,0
"Select","2026-01-22 15:30:00","2026-01-22 16:00:00",265,0,0,0
"Select","2026-01-22 16:00:00","2026-01-22 16:30:00",67,0,0,0
"Select","2026-01-22 16:30:00","2026-01-22 17:00:00",244,0,0,0
"Select","2026-01-22 17:00:00","2026-01-22 17:30:00",61,0,0,0
"Select","2026-01-22 17:30:00","2026-01-22 18:00:00",241,0,0,0
"Select","2026-01-22 18:00:00","2026-01-22 18:30:00",102,0,0,0
"Select","2026-01-22 18:30:00","2026-01-22 19:00:00",244,0,0,0
"Select","2026-01-22 19:00:00","2026-01-22 19:30:00",60,0,0,0
"Select","2026-01-22 19:30:00","2026-01-22 20:00:00",258,0,0,0
"Select","2026-01-22 20:00:00","2026-01-22 20:30:00",122,0,0,0
"Select","2026-01-22 20:30:00","2026-01-22 21:00:00",313,0,0,0
"Select","2026-01-22 21:00:00","2026-01-22 21:30:00",63,0,0,0
"Select","2026-01-22 21:30:00","2026-01-22 22:00:00",240,0,0,0
"Select","2026-01-22 22:00:00","2026-01-22 22:30:00",60,0,0,0
"Select","2026-01-22 22:30:00","2026-01-22 23:00:00",239,0,0,0
"Select","2026-01-22 23:00:00","2026-01-22 23:30:00",1424,0,0,0
"Select","2026-01-22 23:30:00","2026-01-23 00:00:00",240,0,0,0
"Select","2026-01-23 00:00:00","2026-01-23 00:30:00",65,0,0,0
"Select","2026-01-23 00:30:00","2026-01-23 01:00:00",239,0,0,0
"Select","2026-01-23 01:00:00","2026-01-23 01:30:00",191,0,0,0
"Select","2026-01-23 01:30:00","2026-01-23 02:00:00",294,0,0,0
"Select","2026-01-23 02:00:00","2026-01-23 02:30:00",60,0,0,0
"Select","2026-01-23 02:30:00","2026-01-23 03:00:00",240,0,0,0
"Select","2026-01-23 03:00:00","2026-01-23 03:30:00",67,0,0,0
"Select","2026-01-23 03:30:00","2026-01-23 04:00:00",243,0,0,0
"Select","2026-01-23 04:00:00","2026-01-23 04:30:00",60,0,0,0
"Select","2026-01-23 04:30:00","2026-01-23 05:00:00",155,0,0,0
"Select","2026-01-23 05:00:00","2026-01-23 05:30:00",145,0,0,0
"Select","2026-01-23 05:30:00","2026-01-23 06:00:00",60,0,0,0
"Select","2026-01-23 06:00:00","2026-01-23 06:30:00",240,0,0,0
"Select","2026-01-23 06:30:00","2026-01-23 07:00:00",60,0,0,0
"Select","2026-01-23 07:00:00","2026-01-23 07:30:00",240,0,0,0
"Select","2026-01-23 07:30:00","2026-01-23 08:00:00",59,0,0,0
"Select","2026-01-23 08:00:00","2026-01-23 08:30:00",241,0,0,0
"Select","2026-01-23 08:30:00","2026-01-23 09:00:00",180,0,0,0
"Select","2026-01-23 09:00:00","2026-01-23 09:30:00",296,0,0,0
"Select","2026-01-23 09:30:00","2026-01-23 10:00:00",99,0,0,0
"Select","2026-01-23 10:00:00","2026-01-23 10:30:00",240,0,0,0
"Select","2026-01-23 10:30:00","2026-01-23 11:00:00",60,0,0,0
"Select","2026-01-23 11:00:00","2026-01-23 11:30:00",243,0,0,0
"Select","2026-01-23 11:30:00","2026-01-23 12:00:00",164,0,0,0
"Select","2026-01-23 12:00:00","2026-01-23 12:30:00",558,0,0,0
"Select","2026-01-23 12:30:00","2026-01-23 13:00:00",90,0,0,0
"Select","2026-01-23 13:00:00","2026-01-23 13:30:00",292,0,0,0
"Select","2026-01-23 13:30:00","2026-01-23 14:00:00",196,0,0,0
"Select","2026-01-23 14:00:00","2026-01-23 14:30:00",349,1,0,0
"Select","2026-01-23 14:30:00","2026-01-23 15:00:00",106,0,0,0
"Select","2026-01-23 15:00:00","2026-01-23 15:30:00",402,0,0,0
"Select","2026-01-23 15:30:00","2026-01-23 16:00:00",203,0,0,0
"Select","2026-01-23 16:00:00","2026-01-23 16:30:00",325,0,0,0
"Select","2026-01-23 16:30:00","2026-01-23 17:00:00",122,0,0,0
"Select","2026-01-23 17:00:00","2026-01-23 17:30:00",346,0,0,0
"Select","2026-01-23 17:30:00","2026-01-23 18:00:00",115,0,0,0
"Select","2026-01-23 18:00:00","2026-01-23 18:30:00",316,0,0,0
"Select","2026-01-23 18:30:00","2026-01-23 19:00:00",114,0,0,0
"Select","2026-01-23 19:00:00","2026-01-23 19:30:00",297,0,0,0
"Select","2026-01-23 19:30:00","2026-01-23 20:00:00",122,0,0,0
"Select","2026-01-23 20:00:00","2026-01-23 20:30:00",297,0,0,0
"Select","2026-01-23 20:30:00","2026-01-23 21:00:00",177,0,0,0
"Select","2026-01-23 21:00:00","2026-01-23 21:30:00",357,0,0,0
"Select","2026-01-23 21:30:00","2026-01-23 22:00:00",134,0,0,0
"Select","2026-01-23 22:00:00","2026-01-23 22:30:00",343,0,0,0
"Select","2026-01-23 22:30:00","2026-01-23 23:00:00",179,0,0,0
"Select","2026-01-23 23:00:00","2026-01-23 23:30:00",1544,0,0,0
"Select","2026-01-23 23:30:00","2026-01-24 00:00:00",136,0,0,0
"Select","2026-01-24 00:00:00","2026-01-24 00:30:00",397,0,0,0
"Select","2026-01-24 00:30:00","2026-01-24 01:00:00",126,0,0,0
"Select","2026-01-24 01:00:00","2026-01-24 01:30:00",478,0,0,0
"Select","2026-01-24 01:30:00","2026-01-24 02:00:00",184,0,0,0
"Select","2026-01-24 02:00:00","2026-01-24 02:30:00",293,0,0,0
"Select","2026-01-24 02:30:00","2026-01-24 03:00:00",129,0,0,0
"Select","2026-01-24 03:00:00","2026-01-24 03:30:00",235,0,0,0
"Select","2026-01-24 03:30:00","2026-01-24 04:00:00",201,0,0,0
"Select","2026-01-24 04:00:00","2026-01-24 04:30:00",132,0,0,0
"Select","2026-01-24 04:30:00","2026-01-24 05:00:00",278,0,0,0
"Select","2026-01-24 05:00:00","2026-01-24 05:30:00",139,0,0,0
"Select","2026-01-24 05:30:00","2026-01-24 06:00:00",359,0,0,0
"Select","2026-01-24 06:00:00","2026-01-24 06:30:00",139,0,0,0
"Select","2026-01-24 06:30:00","2026-01-24 07:00:00",277,0,0,0
"Select","2026-01-24 07:00:00","2026-01-24 07:30:00",124,0,0,0
"Select","2026-01-24 07:30:00","2026-01-24 08:00:00",303,0,0,0
"Select","2026-01-24 08:00:00","2026-01-24 08:30:00",119,0,0,0
"Select","2026-01-24 08:30:00","2026-01-24 09:00:00",269,0,0,0
"Select","2026-01-24 09:00:00","2026-01-24 09:30:00",110,0,0,0
"Select","2026-01-24 09:30:00","2026-01-24 10:00:00",276,0,0,0
"Select","2026-01-24 10:00:00","2026-01-24 10:30:00",85,0,0,0
"Select","2026-01-24 10:30:00","2026-01-24 11:00:00",314,0,0,0
"Select","2026-01-24 11:00:00","2026-01-24 11:30:00",105,0,0,0
"Select","2026-01-24 11:30:00","2026-01-24 12:00:00",274,0,0,0
"Select","2026-01-24 12:00:00","2026-01-24 12:30:00",106,0,0,0
"Select","2026-01-24 12:30:00","2026-01-24 13:00:00",285,0,0,0
"Select","2026-01-24 13:00:00","2026-01-24 13:30:00",119,0,0,0
"Select","2026-01-24 13:30:00","2026-01-24 14:00:00",276,0,0,0
"Select","2026-01-24 14:00:00","2026-01-24 14:30:00",181,0,0,0
"Select","2026-01-24 14:30:00","2026-01-24 15:00:00",284,0,0,0
"Select","2026-01-24 15:00:00","2026-01-24 15:30:00",164,0,0,0
"Select","2026-01-24 15:30:00","2026-01-24 16:00:00",354,0,0,0
"Select","2026-01-24 16:00:00","2026-01-24 16:30:00",252,0,0,0
"Select","2026-01-24 16:30:00","2026-01-24 17:00:00",291,0,0,0
"Select","2026-01-24 17:00:00","2026-01-24 17:30:00",177,0,0,0
"Select","2026-01-24 17:30:00","2026-01-24 18:00:00",343,0,0,0
"Select","2026-01-24 18:00:00","2026-01-24 18:30:00",128,0,0,0
"Select","2026-01-24 18:30:00","2026-01-24 19:00:00",280,0,0,0
"Select","2026-01-24 19:00:00","2026-01-24 19:30:00",98,0,0,0
"Select","2026-01-24 19:30:00","2026-01-24 20:00:00",288,0,0,0
"Select","2026-01-24 20:00:00","2026-01-24 20:30:00",113,0,0,0
"Select","2026-01-24 20:30:00","2026-01-24 21:00:00",283,0,0,0
"Select","2026-01-24 21:00:00","2026-01-24 21:30:00",109,0,0,0
"Select","2026-01-24 21:30:00","2026-01-24 22:00:00",289,0,0,0
"Select","2026-01-24 22:00:00","2026-01-24 22:30:00",117,0,0,0
"Select","2026-01-24 22:30:00","2026-01-24 23:00:00",267,0,0,0
"Select","2026-01-24 23:00:00","2026-01-24 23:30:00",1346,0,0,0
"Select","2026-01-24 23:30:00","2026-01-25 00:00:00",274,0,0,0
"Select","2026-01-25 00:00:00","2026-01-25 00:30:00",220,0,0,0
"Select","2026-01-25 00:30:00","2026-01-25 01:00:00",266,0,0,0
"Select","2026-01-25 01:00:00","2026-01-25 01:30:00",237,0,0,0
"Select","2026-01-25 01:30:00","2026-01-25 02:00:00",305,0,0,0
"Select","2026-01-25 02:00:00","2026-01-25 02:30:00",70,0,0,0
"Select","2026-01-25 02:30:00","2026-01-25 03:00:00",186,0,0,0
"Select","2026-01-25 03:00:00","2026-01-25 03:30:00",177,0,0,0
"Select","2026-01-25 03:30:00","2026-01-25 04:00:00",85,0,0,0
"Select","2026-01-25 04:00:00","2026-01-25 04:30:00",260,0,0,0
"Select","2026-01-25 04:30:00","2026-01-25 05:00:00",72,0,0,0
"Select","2026-01-25 05:00:00","2026-01-25 05:30:00",256,0,0,0
"Select","2026-01-25 05:30:00","2026-01-25 06:00:00",88,0,0,0
"Select","2026-01-25 06:00:00","2026-01-25 06:30:00",286,0,0,0
"Select","2026-01-25 06:30:00","2026-01-25 07:00:00",79,0,0,0
"Select","2026-01-25 07:00:00","2026-01-25 07:30:00",311,0,0,0
"Select","2026-01-25 07:30:00","2026-01-25 08:00:00",137,0,0,0
"Select","2026-01-25 08:00:00","2026-01-25 08:30:00",297,0,0,0
"Select","2026-01-25 08:30:00","2026-01-25 09:00:00",89,0,0,0
"Select","2026-01-25 09:00:00","2026-01-25 09:30:00",285,0,0,0
"Select","2026-01-25 09:30:00","2026-01-25 10:00:00",160,0,0,0
"Select","2026-01-25 10:00:00","2026-01-25 10:30:00",295,0,0,0
"Select","2026-01-25 10:30:00","2026-01-25 11:00:00",108,0,0,0
"Select","2026-01-25 11:00:00","2026-01-25 11:30:00",291,0,0,0
"Select","2026-01-25 11:30:00","2026-01-25 12:00:00",118,0,0,0
"Select","2026-01-25 12:00:00","2026-01-25 12:30:00",310,0,0,0
"Select","2026-01-25 12:30:00","2026-01-25 13:00:00",136,0,0,0
"Select","2026-01-25 13:00:00","2026-01-25 13:30:00",331,1,0,0
"Select","2026-01-25 13:30:00","2026-01-25 14:00:00",143,1,0,0
"Select","2026-01-25 14:00:00","2026-01-25 14:30:00",293,1,0,0
"Select","2026-01-25 14:30:00","2026-01-25 15:00:00",126,0,0,0
"Select","2026-01-25 15:00:00","2026-01-25 15:30:00",346,0,0,0
"Select","2026-01-25 15:30:00","2026-01-25 16:00:00",143,0,0,0
"Select","2026-01-25 16:00:00","2026-01-25 16:30:00",290,0,0,0
"Select","2026-01-25 16:30:00","2026-01-25 17:00:00",96,0,0,0
"Select","2026-01-25 17:00:00","2026-01-25 17:30:00",318,0,0,0
"Select","2026-01-25 17:30:00","2026-01-25 18:00:00",134,0,0,0
"Select","2026-01-25 18:00:00","2026-01-25 18:30:00",289,0,0,0
"Select","2026-01-25 18:30:00","2026-01-25 19:00:00",75,0,0,0
"Select","2026-01-25 19:00:00","2026-01-25 19:30:00",311,0,0,0
"Select","2026-01-25 19:30:00","2026-01-25 20:00:00",82,0,0,0
"Select","2026-01-25 20:00:00","2026-01-25 20:30:00",290,0,0,0
"Select","2026-01-25 20:30:00","2026-01-25 21:00:00",198,0,0,0
"Select","2026-01-25 21:00:00","2026-01-25 21:30:00",279,0,0,0
"Select","2026-01-25 21:30:00","2026-01-25 22:00:00",169,0,0,0
"Select","2026-01-25 22:00:00","2026-01-25 22:30:00",315,0,0,0
"Select","2026-01-25 22:30:00","2026-01-25 23:00:00",89,0,0,0
"Select","2026-01-25 23:00:00","2026-01-25 23:30:00",1505,0,0,0
"Select","2026-01-25 23:30:00","2026-01-26 00:00:00",101,0,0,0
"Select","2026-01-26 00:00:00","2026-01-26 00:30:00",402,0,0,0
"Select","2026-01-26 00:30:00","2026-01-26 01:00:00",101,0,0,0
"Select","2026-01-26 01:00:00","2026-01-26 01:30:00",441,0,0,0
"Select","2026-01-26 01:30:00","2026-01-26 02:00:00",159,0,0,0
"Select","2026-01-26 02:00:00","2026-01-26 02:30:00",261,0,0,0
"Select","2026-01-26 02:30:00","2026-01-26 03:00:00",133,0,0,0
"Select","2026-01-26 03:00:00","2026-01-26 03:30:00",79,0,0,0
"Select","2026-01-26 03:30:00","2026-01-26 04:00:00",277,0,0,0
"Select","2026-01-26 04:00:00","2026-01-26 04:30:00",80,0,0,0
"Select","2026-01-26 04:30:00","2026-01-26 05:00:00",260,0,0,0
"Select","2026-01-26 05:00:00","2026-01-26 05:30:00",74,0,0,0
"Select","2026-01-26 05:30:00","2026-01-26 06:00:00",284,0,0,0
"Select","2026-01-26 06:00:00","2026-01-26 06:30:00",104,0,0,0
"Select","2026-01-26 06:30:00","2026-01-26 07:00:00",255,0,0,0
"Select","2026-01-26 07:00:00","2026-01-26 07:30:00",91,0,0,0
"Select","2026-01-26 07:30:00","2026-01-26 08:00:00",322,0,0,0
"Select","2026-01-26 08:00:00","2026-01-26 08:30:00",94,0,0,0
"Select","2026-01-26 08:30:00","2026-01-26 09:00:00",281,0,0,0
"Select","2026-01-26 09:00:00","2026-01-26 09:30:00",364,1,0,0
"Select","2026-01-26 09:30:00","2026-01-26 10:00:00",470,0,0,0
"Select","2026-01-26 10:00:00","2026-01-26 10:30:00",546,0,0,0
"Select","2026-01-26 10:30:00","2026-01-26 11:00:00",418,0,0,0
"Select","2026-01-26 11:00:00","2026-01-26 11:30:00",416,0,0,0
"Select","2026-01-26 11:30:00","2026-01-26 12:00:00",373,0,0,0
"Select","2026-01-26 12:00:00","2026-01-26 12:30:00",365,0,0,0
"Select","2026-01-26 12:30:00","2026-01-26 13:00:00",394,0,0,0
"Select","2026-01-26 13:00:00","2026-01-26 13:30:00",383,0,0,0
"Select","2026-01-26 13:30:00","2026-01-26 14:00:00",427,0,0,0
"Select","2026-01-26 14:00:00","2026-01-26 14:30:00",360,0,0,0
"Select","2026-01-26 14:30:00","2026-01-26 15:00:00",436,0,0,0
"Select","2026-01-26 15:00:00","2026-01-26 15:30:00",555,0,0,0
"Select","2026-01-26 15:30:00","2026-01-26 16:00:00",762,0,0,0
"Select","2026-01-26 16:00:00","2026-01-26 16:30:00",436,0,0,0
"Select","2026-01-26 16:30:00","2026-01-26 17:00:00",421,0,0,0
"Select","2026-01-26 17:00:00","2026-01-26 17:30:00",373,0,0,0
"Select","2026-01-26 17:30:00","2026-01-26 18:00:00",367,0,0,0
"Select","2026-01-26 18:00:00","2026-01-26 18:30:00",113,0,0,0
